AnoMes;DataReferencia;SK_CentroCusto;Categoria;ValorOrcado
202502;2025-02-01;10;Lubrificantes;4299,86
202502;2025-02-01;10;Material de Escritório;12428,11
202502;2025-02-01;10;Limpeza e Higiene;24191,22
202502;2025-02-01;11;Material Elétrico;24308,94
202502;2025-02-01;11;Material Hidráulico;35343,88
202502;2025-02-01;11;EPI;31385,32
202502;2025-02-01;11;Ferramentas;20118,49
202502;2025-02-01;11;Peças de Reposição;11309,49
202502;2025-02-01;11;Lubrificantes;10055,79
202502;2025-02-01;11;Material de Escritório;22540,03
202502;2025-02-01;11;Limpeza e Higiene;24704,95
202502;2025-02-01;12;Material Elétrico;18694,95
202502;2025-02-01;12;Material Hidráulico;23599,58
202502;2025-02-01;12;EPI;17577,07
202502;2025-02-01;12;Ferramentas;22515,10
202502;2025-02-01;12;Peças de Reposição;40976,53
202502;2025-02-01;12;Lubrificantes;41739,58
202502;2025-02-01;12;Material de Escritório;16702,82
202502;2025-02-01;12;Limpeza e Higiene;15852,09
202503;2025-03-01;1;Material Elétrico;6090,66
202503;2025-03-01;1;Material Hidráulico;20387,86
202503;2025-03-01;1;EPI;32808,18
202503;2025-03-01;1;Ferramentas;5228,19
202503;2025-03-01;1;Peças de Reposição;12090,94
202503;2025-03-01;1;Lubrificantes;32917,13
202503;2025-03-01;1;Material de Escritório;31895,30
202503;2025-03-01;1;Limpeza e Higiene;37306,03
202503;2025-03-01;2;Material Elétrico;23636,37
202503;2025-03-01;2;Material Hidráulico;5647,83
202503;2025-03-01;2;EPI;15065,88
202503;2025-03-01;2;Ferramentas;43046,51
202503;2025-03-01;2;Peças de Reposição;20989,56
202503;2025-03-01;2;Lubrificantes;4418,16
202503;2025-03-01;2;Material de Escritório;33900,90
202503;2025-03-01;2;Limpeza e Higiene;19926,46
202503;2025-03-01;3;Material Elétrico;17304,78
202503;2025-03-01;3;Material Hidráulico;7836,29
202503;2025-03-01;3;EPI;29126,54
202503;2025-03-01;3;Ferramentas;27505,39
202503;2025-03-01;3;Peças de Reposição;10058,65
202503;2025-03-01;3;Lubrificantes;26589,67
202503;2025-03-01;3;Material de Escritório;35806,70
202503;2025-03-01;3;Limpeza e Higiene;17224,68
202503;2025-03-01;4;Material Elétrico;39322,17
202503;2025-03-01;4;Material Hidráulico;32289,24
202503;2025-03-01;4;EPI;37623,73
202503;2025-03-01;4;Ferramentas;15820,90
202503;2025-03-01;4;Peças de Reposição;31517,35
202503;2025-03-01;4;Lubrificantes;19350,61
202503;2025-03-01;4;Material de Escritório;18244,92
202503;2025-03-01;4;Limpeza e Higiene;18575,23
202503;2025-03-01;5;Material Elétrico;19782,39
202503;2025-03-01;5;Material Hidráulico;25111,64
202503;2025-03-01;5;EPI;15586,66
202503;2025-03-01;5;Ferramentas;42104,17
202503;2025-03-01;5;Peças de Reposição;42341,61
202503;2025-03-01;5;Lubrificantes;14860,62
202503;2025-03-01;5;Material de Escritório;38835,79
202503;2025-03-01;5;Limpeza e Higiene;18971,21
202503;2025-03-01;6;Material Elétrico;16041,77
202503;2025-03-01;6;Material Hidráulico;15375,64
202503;2025-03-01;6;EPI;32139,37
202503;2025-03-01;6;Ferramentas;17243,83
202503;2025-03-01;6;Peças de Reposição;38601,08
202503;2025-03-01;6;Lubrificantes;12899,69
202503;2025-03-01;6;Material de Escritório;28729,98
202503;2025-03-01;6;Limpeza e Higiene;35101,13
202503;2025-03-01;7;Material Elétrico;6109,33
202503;2025-03-01;7;Material Hidráulico;35378,01
202503;2025-03-01;7;EPI;33821,01
202503;2025-03-01;7;Ferramentas;44825,79
202503;2025-03-01;7;Peças de Reposição;36060,37
202503;2025-03-01;7;Lubrificantes;17973,01
202503;2025-03-01;7;Material de Escritório;32459,90
202503;2025-03-01;7;Limpeza e Higiene;15068,82
202503;2025-03-01;8;Material Elétrico;5355,38
202503;2025-03-01;8;Material Hidráulico;27539,18
202503;2025-03-01;8;EPI;5659,24
202503;2025-03-01;8;Ferramentas;12568,34
202503;2025-03-01;8;Peças de Reposição;36322,09
202503;2025-03-01;8;Lubrificantes;25017,92
202503;2025-03-01;8;Material de Escritório;26009,15
202503;2025-03-01;8;Limpeza e Higiene;33304,15
202503;2025-03-01;9;Material Elétrico;31661,68
202503;2025-03-01;9;Material Hidráulico;18869,73
202503;2025-03-01;9;EPI;36455,24
202503;2025-03-01;9;Ferramentas;9201,47
202503;2025-03-01;9;Peças de Reposição;10661,87
202503;2025-03-01;9;Lubrificantes;15594,34
202503;2025-03-01;9;Material de Escritório;33701,84
202503;2025-03-01;9;Limpeza e Higiene;15711,32
202503;2025-03-01;10;Material Elétrico;42435,39
202503;2025-03-01;10;Material Hidráulico;36779,10
202503;2025-03-01;10;EPI;7321,22
202503;2025-03-01;10;Ferramentas;18754,04
202503;2025-03-01;10;Peças de Reposição;32864,73
202503;2025-03-01;10;Lubrificantes;34702,06
202503;2025-03-01;10;Material de Escritório;3179,48
202503;2025-03-01;10;Limpeza e Higiene;15950,48
202503;2025-03-01;11;Material Elétrico;33267,10
202503;2025-03-01;11;Material Hidráulico;37346,04
202503;2025-03-01;11;EPI;22663,35
202503;2025-03-01;11;Ferramentas;27785,63
202503;2025-03-01;11;Peças de Reposição;9196,35
202503;2025-03-01;11;Lubrificantes;5999,70
202503;2025-03-01;11;Material de Escritório;32305,79
202503;2025-03-01;11;Limpeza e Higiene;35964,19
202503;2025-03-01;12;Material Elétrico;40731,32
202503;2025-03-01;12;Material Hidráulico;24582,92
202503;2025-03-01;12;EPI;22593,39
202503;2025-03-01;12;Ferramentas;14094,41
202503;2025-03-01;12;Peças de Reposição;40714,26
202503;2025-03-01;12;Lubrificantes;12021,94
202503;2025-03-01;12;Material de Escritório;14750,16
202503;2025-03-01;12;Limpeza e Higiene;44148,42
202504;2025-04-01;1;Material Elétrico;25302,00
202504;2025-04-01;1;Material Hidráulico;26353,57
202504;2025-04-01;1;EPI;19136,07
202504;2025-04-01;1;Ferramentas;7216,05
202504;2025-04-01;1;Peças de Reposição;40664,44
202504;2025-04-01;1;Lubrificantes;20912,26
202504;2025-04-01;1;Material de Escritório;15265,41
202504;2025-04-01;1;Limpeza e Higiene;16519,13
202504;2025-04-01;2;Material Elétrico;17279,63
202504;2025-04-01;2;Material Hidráulico;39418,09
202504;2025-04-01;2;EPI;43037,57
202504;2025-04-01;2;Ferramentas;13060,93
202504;2025-04-01;2;Peças de Reposição;25903,10
202504;2025-04-01;2;Lubrificantes;29097,83
202504;2025-04-01;2;Material de Escritório;44526,59
202504;2025-04-01;2;Limpeza e Higiene;9599,21
202504;2025-04-01;3;Material Elétrico;19491,34
202504;2025-04-01;3;Material Hidráulico;16286,90
202504;2025-04-01;3;EPI;37564,53
202504;2025-04-01;3;Ferramentas;6507,82
202504;2025-04-01;3;Peças de Reposição;7491,42
202504;2025-04-01;3;Lubrificantes;12504,92
202504;2025-04-01;3;Material de Escritório;3141,83
202504;2025-04-01;3;Limpeza e Higiene;27799,18
202504;2025-04-01;4;Material Elétrico;18754,27
202504;2025-04-01;4;Material Hidráulico;31201,60
202504;2025-04-01;4;EPI;32131,26
202504;2025-04-01;4;Ferramentas;40261,54
202504;2025-04-01;4;Peças de Reposição;40024,09
202504;2025-04-01;4;Lubrificantes;42835,05
202504;2025-04-01;4;Material de Escritório;26578,83
202504;2025-04-01;4;Limpeza e Higiene;23661,16
202504;2025-04-01;5;Material Elétrico;40813,49
202504;2025-04-01;5;Material Hidráulico;21783,72
202504;2025-04-01;5;EPI;11117,79
202504;2025-04-01;5;Ferramentas;38183,55
202504;2025-04-01;5;Peças de Reposição;41628,09
202504;2025-04-01;5;Lubrificantes;17966,10
202504;2025-04-01;5;Material de Escritório;27204,09
202504;2025-04-01;5;Limpeza e Higiene;30191,71
202504;2025-04-01;6;Material Elétrico;19579,15
202504;2025-04-01;6;Material Hidráulico;37408,32
202504;2025-04-01;6;EPI;31338,39
202504;2025-04-01;6;Ferramentas;30189,40
202504;2025-04-01;6;Peças de Reposição;16772,83
202504;2025-04-01;6;Lubrificantes;22383,34
202504;2025-04-01;6;Material de Escritório;32210,85
202504;2025-04-01;6;Limpeza e Higiene;41025,87
202504;2025-04-01;7;Material Elétrico;40474,57
202504;2025-04-01;7;Material Hidráulico;44608,36
202504;2025-04-01;7;EPI;37687,87
202504;2025-04-01;7;Ferramentas;13733,13
202504;2025-04-01;7;Peças de Reposição;9911,67
202504;2025-04-01;7;Lubrificantes;12440,96
202504;2025-04-01;7;Material de Escritório;33991,61
202504;2025-04-01;7;Limpeza e Higiene;9903,27
202504;2025-04-01;8;Material Elétrico;39695,52
202504;2025-04-01;8;Material Hidráulico;32045,82
202504;2025-04-01;8;EPI;12671,58
202504;2025-04-01;8;Ferramentas;35357,47
202504;2025-04-01;8;Peças de Reposição;16174,97
202504;2025-04-01;8;Lubrificantes;18406,71
202504;2025-04-01;8;Material de Escritório;12455,14
202504;2025-04-01;8;Limpeza e Higiene;16119,93
202504;2025-04-01;9;Material Elétrico;36199,96
202504;2025-04-01;9;Material Hidráulico;5663,48
202504;2025-04-01;9;EPI;7950,49
202504;2025-04-01;9;Ferramentas;22944,69
202504;2025-04-01;9;Peças de Reposição;18823,28
202504;2025-04-01;9;Lubrificantes;9271,27
202504;2025-04-01;9;Material de Escritório;30623,56
202504;2025-04-01;9;Limpeza e Higiene;24882,00
202504;2025-04-01;10;Material Elétrico;30825,61
202504;2025-04-01;10;Material Hidráulico;18197,21
202504;2025-04-01;10;EPI;33032,76
202504;2025-04-01;10;Ferramentas;30000,33
202504;2025-04-01;10;Peças de Reposição;24082,84
202504;2025-04-01;10;Lubrificantes;17832,44
202504;2025-04-01;10;Material de Escritório;39807,36
202504;2025-04-01;10;Limpeza e Higiene;27600,12
202504;2025-04-01;11;Material Elétrico;36114,07
202504;2025-04-01;11;Material Hidráulico;44088,95
202504;2025-04-01;11;EPI;43896,23
202504;2025-04-01;11;Ferramentas;15040,28
202504;2025-04-01;11;Peças de Reposição;3220,93
202504;2025-04-01;11;Lubrificantes;41560,38
202504;2025-04-01;11;Material de Escritório;12371,84
202504;2025-04-01;11;Limpeza e Higiene;28158,31
202504;2025-04-01;12;Material Elétrico;15239,75
202504;2025-04-01;12;Material Hidráulico;11105,28
202504;2025-04-01;12;EPI;40668,13
202504;2025-04-01;12;Ferramentas;12974,77
202504;2025-04-01;12;Peças de Reposição;5491,51
202504;2025-04-01;12;Lubrificantes;24949,89
202504;2025-04-01;12;Material de Escritório;41031,73
202504;2025-04-01;12;Limpeza e Higiene;27873,47
202505;2025-05-01;1;Material Elétrico;26849,17
202505;2025-05-01;1;Material Hidráulico;21003,02
202505;2025-05-01;1;EPI;44948,68
202505;2025-05-01;1;Ferramentas;20922,85
202505;2025-05-01;1;Peças de Reposição;13762,45
202505;2025-05-01;1;Lubrificantes;43510,50
202505;2025-05-01;1;Material de Escritório;39504,04
202505;2025-05-01;1;Limpeza e Higiene;16822,73
202505;2025-05-01;2;Material Elétrico;37235,12
202505;2025-05-01;2;Material Hidráulico;5446,35
202505;2025-05-01;2;EPI;39551,19
202505;2025-05-01;2;Ferramentas;21473,13
202505;2025-05-01;2;Peças de Reposição;42515,97
202505;2025-05-01;2;Lubrificantes;18516,09
202505;2025-05-01;2;Material de Escritório;9384,17
202505;2025-05-01;2;Limpeza e Higiene;6535,03
202505;2025-05-01;3;Material Elétrico;20572,76
202505;2025-05-01;3;Material Hidráulico;32032,41
202505;2025-05-01;3;EPI;9958,33
202505;2025-05-01;3;Ferramentas;16752,20
202505;2025-05-01;3;Peças de Reposição;39363,31
202505;2025-05-01;3;Lubrificantes;35949,05
202505;2025-05-01;3;Material de Escritório;7085,30
202505;2025-05-01;3;Limpeza e Higiene;5824,33
202505;2025-05-01;4;Material Elétrico;21743,17
202505;2025-05-01;4;Material Hidráulico;30052,77
202505;2025-05-01;4;EPI;34235,69
202505;2025-05-01;4;Ferramentas;42449,14
202505;2025-05-01;4;Peças de Reposição;3141,62
202505;2025-05-01;4;Lubrificantes;31599,12
202505;2025-05-01;4;Material de Escritório;18848,61
202505;2025-05-01;4;Limpeza e Higiene;33452,16
202505;2025-05-01;5;Material Elétrico;8307,21
202505;2025-05-01;5;Material Hidráulico;5942,02
202505;2025-05-01;5;EPI;5184,42
202505;2025-05-01;5;Ferramentas;38993,68
202505;2025-05-01;5;Peças de Reposição;4180,40
202505;2025-05-01;5;Lubrificantes;40339,63
202505;2025-05-01;5;Material de Escritório;35277,67
202505;2025-05-01;5;Limpeza e Higiene;19589,18
202505;2025-05-01;6;Material Elétrico;8585,60
202505;2025-05-01;6;Material Hidráulico;28160,59
202505;2025-05-01;6;EPI;42580,86
202505;2025-05-01;6;Ferramentas;15124,74
202505;2025-05-01;6;Peças de Reposição;14331,14
202505;2025-05-01;6;Lubrificantes;19130,25
202505;2025-05-01;6;Material de Escritório;31050,35
202505;2025-05-01;6;Limpeza e Higiene;26303,01
202505;2025-05-01;7;Material Elétrico;17208,73
202505;2025-05-01;7;Material Hidráulico;6174,05
202505;2025-05-01;7;EPI;34099,48
202505;2025-05-01;7;Ferramentas;24752,44
202505;2025-05-01;7;Peças de Reposição;27677,62
202505;2025-05-01;7;Lubrificantes;35756,65
202505;2025-05-01;7;Material de Escritório;33517,47
202505;2025-05-01;7;Limpeza e Higiene;14407,61
202505;2025-05-01;8;Material Elétrico;3188,04
202505;2025-05-01;8;Material Hidráulico;37156,77
202505;2025-05-01;8;EPI;29956,83
202505;2025-05-01;8;Ferramentas;32206,65
202505;2025-05-01;8;Peças de Reposição;38842,21
202505;2025-05-01;8;Lubrificantes;7909,41
202505;2025-05-01;8;Material de Escritório;12886,54
202505;2025-05-01;8;Limpeza e Higiene;43475,73
202505;2025-05-01;9;Material Elétrico;3984,88
202505;2025-05-01;9;Material Hidráulico;39798,09
202505;2025-05-01;9;EPI;33877,10
202505;2025-05-01;9;Ferramentas;9753,33
202505;2025-05-01;9;Peças de Reposição;6416,26
202505;2025-05-01;9;Lubrificantes;17359,73
202505;2025-05-01;9;Material de Escritório;3686,74
202505;2025-05-01;9;Limpeza e Higiene;15949,11
202505;2025-05-01;10;Material Elétrico;21597,05
202505;2025-05-01;10;Material Hidráulico;16957,34
202505;2025-05-01;10;EPI;28811,93
202505;2025-05-01;10;Ferramentas;9487,26
202505;2025-05-01;10;Peças de Reposição;30752,00
202505;2025-05-01;10;Lubrificantes;25819,93
202505;2025-05-01;10;Material de Escritório;38285,71
202505;2025-05-01;10;Limpeza e Higiene;22513,94
202505;2025-05-01;11;Material Elétrico;9596,85
202505;2025-05-01;11;Material Hidráulico;25017,33
202505;2025-05-01;11;EPI;9090,36
202505;2025-05-01;11;Ferramentas;42329,92
202505;2025-05-01;11;Peças de Reposição;22396,61
202505;2025-05-01;11;Lubrificantes;37822,96
202505;2025-05-01;11;Material de Escritório;16628,18
202505;2025-05-01;11;Limpeza e Higiene;39212,05
202505;2025-05-01;12;Material Elétrico;37408,33
202505;2025-05-01;12;Material Hidráulico;32300,69
202505;2025-05-01;12;EPI;30802,22
202505;2025-05-01;12;Ferramentas;29107,23
202505;2025-05-01;12;Peças de Reposição;40095,65
202505;2025-05-01;12;Lubrificantes;8458,13
202505;2025-05-01;12;Material de Escritório;8169,62
202505;2025-05-01;12;Limpeza e Higiene;35460,58
202506;2025-06-01;1;Material Elétrico;22940,54
202506;2025-06-01;1;Material Hidráulico;4507,24
202506;2025-06-01;1;EPI;4582,26
202506;2025-06-01;1;Ferramentas;44576,59
202506;2025-06-01;1;Peças de Reposição;34699,00
202506;2025-06-01;1;Lubrificantes;34359,86
202506;2025-06-01;1;Material de Escritório;16534,94
202506;2025-06-01;1;Limpeza e Higiene;40203,74
202506;2025-06-01;2;Material Elétrico;9798,25
202506;2025-06-01;2;Material Hidráulico;43133,54
202506;2025-06-01;2;EPI;10407,81
202506;2025-06-01;2;Ferramentas;11762,57
202506;2025-06-01;2;Peças de Reposição;37184,44
202506;2025-06-01;2;Lubrificantes;28604,08
202506;2025-06-01;2;Material de Escritório;5646,98
202506;2025-06-01;2;Limpeza e Higiene;6897,08
202506;2025-06-01;3;Material Elétrico;41214,16
202506;2025-06-01;3;Material Hidráulico;16544,57
202506;2025-06-01;3;EPI;3858,30
202506;2025-06-01;3;Ferramentas;39104,55
202506;2025-06-01;3;Peças de Reposição;35719,92
202506;2025-06-01;3;Lubrificantes;21564,68
202506;2025-06-01;3;Material de Escritório;21172,85
202506;2025-06-01;3;Limpeza e Higiene;29836,53
202506;2025-06-01;4;Material Elétrico;18115,02
202506;2025-06-01;4;Material Hidráulico;35043,26
202506;2025-06-01;4;EPI;24741,06
202506;2025-06-01;4;Ferramentas;8929,74
202506;2025-06-01;4;Peças de Reposição;19209,98
202506;2025-06-01;4;Lubrificantes;9062,69
202506;2025-06-01;4;Material de Escritório;11425,04
202506;2025-06-01;4;Limpeza e Higiene;19456,36
202506;2025-06-01;5;Material Elétrico;21784,87
202506;2025-06-01;5;Material Hidráulico;3330,41
202506;2025-06-01;5;EPI;7373,61
202506;2025-06-01;5;Ferramentas;6955,15
202506;2025-06-01;5;Peças de Reposição;14700,29
202506;2025-06-01;5;Lubrificantes;4635,30
202506;2025-06-01;5;Material de Escritório;25855,60
202506;2025-06-01;5;Limpeza e Higiene;3253,09
202506;2025-06-01;6;Material Elétrico;6388,57
202506;2025-06-01;6;Material Hidráulico;42133,74
202506;2025-06-01;6;EPI;32718,84
202506;2025-06-01;6;Ferramentas;24485,36
202506;2025-06-01;6;Peças de Reposição;38229,68
202506;2025-06-01;6;Lubrificantes;14818,64
202506;2025-06-01;6;Material de Escritório;30232,70
202506;2025-06-01;6;Limpeza e Higiene;12189,13
202506;2025-06-01;7;Material Elétrico;27254,55
202506;2025-06-01;7;Material Hidráulico;5133,72
202506;2025-06-01;7;EPI;16601,48
202506;2025-06-01;7;Ferramentas;29456,57
202506;2025-06-01;7;Peças de Reposição;16040,52
202506;2025-06-01;7;Lubrificantes;21864,00
202506;2025-06-01;7;Material de Escritório;20982,41
202506;2025-06-01;7;Limpeza e Higiene;3352,09
202506;2025-06-01;8;Material Elétrico;13142,80
202506;2025-06-01;8;Material Hidráulico;16558,40
202506;2025-06-01;8;EPI;16781,02
202506;2025-06-01;8;Ferramentas;34126,56
202506;2025-06-01;8;Peças de Reposição;30654,15
202506;2025-06-01;8;Lubrificantes;26912,49
202506;2025-06-01;8;Material de Escritório;28795,82
202506;2025-06-01;8;Limpeza e Higiene;23022,20
202506;2025-06-01;9;Material Elétrico;13183,46
202506;2025-06-01;9;Material Hidráulico;9118,51
202506;2025-06-01;9;EPI;32124,43
202506;2025-06-01;9;Ferramentas;14265,75
202506;2025-06-01;9;Peças de Reposição;43430,52
202506;2025-06-01;9;Lubrificantes;21687,84
202506;2025-06-01;9;Material de Escritório;36415,24
202506;2025-06-01;9;Limpeza e Higiene;30152,54
202506;2025-06-01;10;Material Elétrico;32394,68
202506;2025-06-01;10;Material Hidráulico;28175,59
202506;2025-06-01;10;EPI;3996,11
202506;2025-06-01;10;Ferramentas;32701,11
202506;2025-06-01;10;Peças de Reposição;15458,31
202506;2025-06-01;10;Lubrificantes;40184,60
202506;2025-06-01;10;Material de Escritório;24370,49
202506;2025-06-01;10;Limpeza e Higiene;6338,08
202506;2025-06-01;11;Material Elétrico;5396,79
202506;2025-06-01;11;Material Hidráulico;28331,43
202506;2025-06-01;11;EPI;36999,55
202506;2025-06-01;11;Ferramentas;8438,02
202506;2025-06-01;11;Peças de Reposição;39008,28
202506;2025-06-01;11;Lubrificantes;43704,21
202506;2025-06-01;11;Material de Escritório;30002,52
202506;2025-06-01;11;Limpeza e Higiene;10029,89
202506;2025-06-01;12;Material Elétrico;17406,99
202506;2025-06-01;12;Material Hidráulico;27241,44
202506;2025-06-01;12;EPI;10173,33
202506;2025-06-01;12;Ferramentas;24492,47
202506;2025-06-01;12;Peças de Reposição;24510,85
202506;2025-06-01;12;Lubrificantes;35022,06
202506;2025-06-01;12;Material de Escritório;37217,33
202506;2025-06-01;12;Limpeza e Higiene;17394,07
202507;2025-07-01;1;Material Elétrico;3928,95
202507;2025-07-01;1;Material Hidráulico;5186,45
202507;2025-07-01;1;EPI;37556,64
202507;2025-07-01;1;Ferramentas;10371,60
202507;2025-07-01;1;Peças de Reposição;8152,01
202507;2025-07-01;1;Lubrificantes;3807,59
202507;2025-07-01;1;Material de Escritório;14473,35
202507;2025-07-01;1;Limpeza e Higiene;34602,10
202507;2025-07-01;2;Material Elétrico;43930,58
202507;2025-07-01;2;Material Hidráulico;8138,83
202507;2025-07-01;2;EPI;35264,77
202507;2025-07-01;2;Ferramentas;38082,27
202507;2025-07-01;2;Peças de Reposição;41682,96
202507;2025-07-01;2;Lubrificantes;25567,86
202507;2025-07-01;2;Material de Escritório;38393,82
202507;2025-07-01;2;Limpeza e Higiene;37774,63
202507;2025-07-01;3;Material Elétrico;43270,61
202507;2025-07-01;3;Material Hidráulico;29265,91
202507;2025-07-01;3;EPI;24447,60
202507;2025-07-01;3;Ferramentas;9167,39
202507;2025-07-01;3;Peças de Reposição;13928,75
202507;2025-07-01;3;Lubrificantes;13134,45
202507;2025-07-01;3;Material de Escritório;22086,26
202507;2025-07-01;3;Limpeza e Higiene;28235,33
202507;2025-07-01;4;Material Elétrico;3531,00
202507;2025-07-01;4;Material Hidráulico;15353,18
202507;2025-07-01;4;EPI;4933,37
202507;2025-07-01;4;Ferramentas;16249,39
202507;2025-07-01;4;Peças de Reposição;43643,15
202507;2025-07-01;4;Lubrificantes;37544,83
202507;2025-07-01;4;Material de Escritório;25879,46
202507;2025-07-01;4;Limpeza e Higiene;24488,65
202507;2025-07-01;5;Material Elétrico;11204,09
202507;2025-07-01;5;Material Hidráulico;34688,75
202507;2025-07-01;5;EPI;19718,60
202507;2025-07-01;5;Ferramentas;16760,15
202507;2025-07-01;5;Peças de Reposição;17882,78
202507;2025-07-01;5;Lubrificantes;33110,79
202507;2025-07-01;5;Material de Escritório;20673,95
202507;2025-07-01;5;Limpeza e Higiene;29740,62
202507;2025-07-01;6;Material Elétrico;28710,75
202507;2025-07-01;6;Material Hidráulico;11439,20
202507;2025-07-01;6;EPI;15946,58
202507;2025-07-01;6;Ferramentas;41599,40
202507;2025-07-01;6;Peças de Reposição;22889,09
202507;2025-07-01;6;Lubrificantes;39516,98
202507;2025-07-01;6;Material de Escritório;13430,58
202507;2025-07-01;6;Limpeza e Higiene;12388,55
202507;2025-07-01;7;Material Elétrico;35200,43
202507;2025-07-01;7;Material Hidráulico;22586,45
202507;2025-07-01;7;EPI;24080,74
202507;2025-07-01;7;Ferramentas;42802,93
202507;2025-07-01;7;Peças de Reposição;15290,03
202507;2025-07-01;7;Lubrificantes;41534,38
202507;2025-07-01;7;Material de Escritório;35238,90
202507;2025-07-01;7;Limpeza e Higiene;17982,84
202507;2025-07-01;8;Material Elétrico;12912,67
202507;2025-07-01;8;Material Hidráulico;20333,53
202507;2025-07-01;8;EPI;32392,66
202507;2025-07-01;8;Ferramentas;13036,34
202507;2025-07-01;8;Peças de Reposição;24482,44
202507;2025-07-01;8;Lubrificantes;18157,28
202507;2025-07-01;8;Material de Escritório;39846,13
202507;2025-07-01;8;Limpeza e Higiene;21453,65
202507;2025-07-01;9;Material Elétrico;28408,56
202507;2025-07-01;9;Material Hidráulico;16469,51
202507;2025-07-01;9;EPI;44513,31
202507;2025-07-01;9;Ferramentas;9491,19
202507;2025-07-01;9;Peças de Reposição;39513,16
202507;2025-07-01;9;Lubrificantes;40974,30
202507;2025-07-01;9;Material de Escritório;3903,72
202507;2025-07-01;9;Limpeza e Higiene;24684,10
202507;2025-07-01;10;Material Elétrico;18956,32
202507;2025-07-01;10;Material Hidráulico;23362,74
202507;2025-07-01;10;EPI;39753,93
202507;2025-07-01;10;Ferramentas;20697,38
202507;2025-07-01;10;Peças de Reposição;19068,12
202507;2025-07-01;10;Lubrificantes;32812,03
202507;2025-07-01;10;Material de Escritório;41501,06
202507;2025-07-01;10;Limpeza e Higiene;20689,31
202507;2025-07-01;11;Material Elétrico;32128,36
202507;2025-07-01;11;Material Hidráulico;39184,98
202507;2025-07-01;11;EPI;44898,98
202507;2025-07-01;11;Ferramentas;16039,66
202507;2025-07-01;11;Peças de Reposição;28646,48
202507;2025-07-01;11;Lubrificantes;43327,13
202507;2025-07-01;11;Material de Escritório;42437,75
202507;2025-07-01;11;Limpeza e Higiene;4714,66
202507;2025-07-01;12;Material Elétrico;19218,52
202507;2025-07-01;12;Material Hidráulico;14805,66
202507;2025-07-01;12;EPI;22704,95
202507;2025-07-01;12;Ferramentas;20311,16
202507;2025-07-01;12;Peças de Reposição;12737,47
202507;2025-07-01;12;Lubrificantes;13305,65
202507;2025-07-01;12;Material de Escritório;29551,94
202507;2025-07-01;12;Limpeza e Higiene;30982,86
202508;2025-08-01;1;Material Elétrico;12319,22
202508;2025-08-01;1;Material Hidráulico;34485,37
202508;2025-08-01;1;EPI;43056,23
202508;2025-08-01;1;Ferramentas;29426,70
202508;2025-08-01;1;Peças de Reposição;4847,63
202508;2025-08-01;1;Lubrificantes;13609,05
202508;2025-08-01;1;Material de Escritório;19628,93
202508;2025-08-01;1;Limpeza e Higiene;25256,53
202508;2025-08-01;2;Material Elétrico;7392,81
202508;2025-08-01;2;Material Hidráulico;3124,34
202508;2025-08-01;2;EPI;23840,08
202508;2025-08-01;2;Ferramentas;29150,65
202508;2025-08-01;2;Peças de Reposição;34281,46
202508;2025-08-01;2;Lubrificantes;33332,02
202508;2025-08-01;2;Material de Escritório;8484,71
202508;2025-08-01;2;Limpeza e Higiene;37323,66
202508;2025-08-01;3;Material Elétrico;42383,81
202508;2025-08-01;3;Material Hidráulico;19876,25
202508;2025-08-01;3;EPI;26816,92
202508;2025-08-01;3;Ferramentas;7632,00
202508;2025-08-01;3;Peças de Reposição;29255,92
202508;2025-08-01;3;Lubrificantes;31128,07
202508;2025-08-01;3;Material de Escritório;13549,16
202508;2025-08-01;3;Limpeza e Higiene;40454,05
202508;2025-08-01;4;Material Elétrico;13377,25
202508;2025-08-01;4;Material Hidráulico;24960,04
202508;2025-08-01;4;EPI;23456,60
202508;2025-08-01;4;Ferramentas;5707,66
202508;2025-08-01;4;Peças de Reposição;36820,70
202508;2025-08-01;4;Lubrificantes;36708,68
202508;2025-08-01;4;Material de Escritório;26768,42
202508;2025-08-01;4;Limpeza e Higiene;18643,07
202508;2025-08-01;5;Material Elétrico;44173,19
202508;2025-08-01;5;Material Hidráulico;27917,85
202508;2025-08-01;5;EPI;40732,04
202508;2025-08-01;5;Ferramentas;3706,03
202508;2025-08-01;5;Peças de Reposição;39526,16
202508;2025-08-01;5;Lubrificantes;16817,58
202508;2025-08-01;5;Material de Escritório;21531,30
202508;2025-08-01;5;Limpeza e Higiene;15382,80
202508;2025-08-01;6;Material Elétrico;7943,34
202508;2025-08-01;6;Material Hidráulico;40573,85
202508;2025-08-01;6;EPI;3354,56
202508;2025-08-01;6;Ferramentas;36757,10
202508;2025-08-01;6;Peças de Reposição;41458,36
202508;2025-08-01;6;Lubrificantes;14626,45
202508;2025-08-01;6;Material de Escritório;3950,35
202508;2025-08-01;6;Limpeza e Higiene;39214,56
202508;2025-08-01;7;Material Elétrico;33383,91
202508;2025-08-01;7;Material Hidráulico;26639,57
202508;2025-08-01;7;EPI;7535,24
202508;2025-08-01;7;Ferramentas;9921,24
202508;2025-08-01;7;Peças de Reposição;26231,34
202508;2025-08-01;7;Lubrificantes;8495,99
202508;2025-08-01;7;Material de Escritório;4271,21
202508;2025-08-01;7;Limpeza e Higiene;32075,10
202508;2025-08-01;8;Material Elétrico;23215,31
202508;2025-08-01;8;Material Hidráulico;38729,64
202508;2025-08-01;8;EPI;24342,22
