SK_RequisicaoItem;NumeroRequisicao;DataSolicitacao;DataPrometida;DataAtendimento;SK_Item;SK_Deposito;SK_CentroCusto;SK_Solicitante;SK_Status;QuantidadeSolicitada;QuantidadeAtendida;QuantidadeNaoAtendida;CustoUnitario;HorasAtendimento;FlagAtendidoTotal;FlagNoPrazo;FlagOTIF;FlagPendente;MotivoNaoAtendimento
4252;RQ004252;2026-02-16;2026-02-17;2026-02-16;55;2;12;11;3;49,0000;49,0000;0,0000;48,7954;7,94;1;1;1;0;
4253;RQ004253;2026-02-24;2026-02-25;2026-02-24;55;2;7;27;3;49,0000;49,0000;0,0000;48,7954;1,16;1;1;1;0;
4254;RQ004254;2026-03-25;2026-03-26;2026-03-25;55;2;7;35;3;75,0000;75,0000;0,0000;48,7954;3,14;1;1;1;0;
4255;RQ004255;2026-03-06;2026-03-07;2026-03-06;55;2;10;19;3;75,0000;75,0000;0,0000;48,7954;6,63;1;1;1;0;
4256;RQ004256;2026-04-09;2026-04-10;2026-04-09;55;2;5;19;3;37,0000;37,0000;0,0000;48,5928;3,94;1;1;1;0;
4257;RQ004257;2026-04-03;2026-04-04;2026-04-03;55;2;2;28;3;37,0000;37,0000;0,0000;48,5928;7,61;1;1;1;0;
4258;RQ004258;2026-04-01;2026-04-02;2026-04-01;55;2;8;12;3;37,0000;37,0000;0,0000;48,5928;3,40;1;1;1;0;
4259;RQ004259;2026-04-02;2026-04-03;2026-04-02;55;2;7;40;3;37,0000;37,0000;0,0000;48,5928;3,44;1;1;1;0;
4260;RQ004260;2026-04-16;2026-04-17;2026-04-16;55;2;1;14;3;37,0000;37,0000;0,0000;48,5928;4,57;1;1;1;0;
4261;RQ004261;2026-05-01;2026-05-02;2026-05-01;55;2;4;15;3;34,0000;34,0000;0,0000;48,5928;4,36;1;1;1;0;
4262;RQ004262;2026-05-06;2026-05-07;2026-05-06;55;2;10;18;3;34,0000;34,0000;0,0000;48,5928;2,23;1;1;1;0;
4263;RQ004263;2026-05-20;2026-05-21;2026-05-20;55;2;2;25;3;34,0000;34,0000;0,0000;48,5928;1,63;1;1;1;0;
4264;RQ004264;2026-05-22;2026-05-23;2026-05-22;55;2;11;8;3;34,0000;34,0000;0,0000;48,5928;5,28;1;1;1;0;
4265;RQ004265;2026-05-04;2026-05-05;2026-05-04;55;2;12;27;3;34,0000;34,0000;0,0000;48,5928;6,93;1;1;1;0;
4266;RQ004266;2026-06-03;2026-06-04;2026-06-03;55;2;3;37;3;198,0000;198,0000;0,0000;48,4374;6,78;1;1;1;0;
4267;RQ004267;2026-07-22;2026-07-23;2026-07-22;55;2;11;37;3;22,0000;22,0000;0,0000;48,4374;2,08;1;1;1;0;
4268;RQ004268;2026-07-31;2026-08-01;2026-07-31;55;2;4;31;3;22,0000;22,0000;0,0000;48,4374;2,45;1;1;1;0;
4269;RQ004269;2026-07-29;2026-07-30;2026-07-29;55;2;12;11;3;22,0000;22,0000;0,0000;48,4374;3,01;1;1;1;0;
4270;RQ004270;2026-07-17;2026-07-18;2026-07-17;55;2;5;31;3;22,0000;22,0000;0,0000;48,4374;4,32;1;1;1;0;
4271;RQ004271;2026-08-28;2026-08-29;2026-08-28;55;2;8;6;3;57,0000;57,0000;0,0000;48,4374;5,79;1;1;1;0;
4272;RQ004272;2026-08-19;2026-08-20;2026-08-19;55;2;2;22;3;57,0000;57,0000;0,0000;48,4374;3,50;1;1;1;0;
4273;RQ004273;2024-09-19;2024-09-20;2024-09-19;56;3;12;37;3;67,0000;67,0000;0,0000;36,6900;5,66;1;1;1;0;
4274;RQ004274;2024-09-27;2024-09-28;2024-09-27;56;3;10;28;3;67,0000;67,0000;0,0000;36,6900;6,99;1;1;1;0;
4275;RQ004275;2024-09-06;2024-09-07;2024-09-06;56;3;8;35;3;67,0000;67,0000;0,0000;36,6900;4,49;1;1;1;0;
4276;RQ004276;2024-09-13;2024-09-14;2024-09-13;56;3;2;11;4;67,0000;45,0000;22,0000;36,6900;4,10;0;1;0;0;Atendimento parcial
4277;RQ004277;2024-10-01;2024-10-02;2024-10-01;56;3;2;7;3;6,0000;6,0000;0,0000;36,9647;1,06;1;1;1;0;
4278;RQ004278;2024-10-03;2024-10-04;2024-10-03;56;3;10;16;3;6,0000;6,0000;0,0000;36,9647;2,96;1;1;1;0;
4279;RQ004279;2024-10-15;2024-10-16;2024-10-15;56;3;3;7;3;6,0000;6,0000;0,0000;36,9647;4,06;1;1;1;0;
4280;RQ004280;2024-11-01;2024-11-02;2024-11-01;56;3;12;26;3;79,0000;79,0000;0,0000;36,9647;3,12;1;1;1;0;
4281;RQ004281;2024-12-23;2024-12-24;2024-12-23;56;3;5;29;3;26,0000;26,0000;0,0000;36,9647;1,65;1;1;1;0;
4282;RQ004282;2025-04-01;2025-04-02;2025-04-03;56;3;7;18;3;97,0000;97,0000;0,0000;36,9647;51,67;1;0;0;0;
4283;RQ004283;2025-04-28;2025-04-29;2025-04-28;56;3;10;11;3;97,0000;97,0000;0,0000;36,9647;3,82;1;1;1;0;
4284;RQ004284;2025-04-30;2025-05-01;2025-04-30;56;3;6;18;3;97,0000;97,0000;0,0000;36,9647;7,83;1;1;1;0;
4285;RQ004285;2025-05-30;2025-05-31;2025-05-30;56;3;12;27;3;103,0000;103,0000;0,0000;36,7984;5,28;1;1;1;0;
4286;RQ004286;2025-05-02;2025-05-03;2025-05-02;56;3;8;18;3;103,0000;103,0000;0,0000;36,7984;6,46;1;1;1;0;
4287;RQ004287;2025-06-11;2025-06-12;2025-06-11;56;3;9;10;3;162,0000;162,0000;0,0000;36,7984;3,33;1;1;1;0;
4288;RQ004288;2025-07-29;2025-07-30;2025-07-29;56;3;11;8;3;58,0000;58,0000;0,0000;36,7984;4,50;1;1;1;0;
4289;RQ004289;2025-07-25;2025-07-26;2025-07-25;56;3;8;7;3;58,0000;58,0000;0,0000;36,7984;2,80;1;1;1;0;
4290;RQ004290;2025-07-24;2025-07-25;2025-07-24;56;3;3;8;3;58,0000;58,0000;0,0000;36,7984;4,49;1;1;1;0;
4291;RQ004291;2025-07-10;2025-07-11;2025-07-10;56;3;9;4;4;58,0000;27,0000;31,0000;36,7984;1,68;0;1;0;0;Atendimento parcial
4292;RQ004292;2025-08-29;2025-08-30;2025-08-29;56;3;5;17;3;111,0000;111,0000;0,0000;37,0980;5,37;1;1;1;0;
4293;RQ004293;2025-08-25;2025-08-26;2025-08-25;56;3;12;2;3;111,0000;111,0000;0,0000;37,0980;6,54;1;1;1;0;
4294;RQ004294;2025-08-18;2025-08-19;2025-08-18;56;3;12;22;3;111,0000;111,0000;0,0000;37,0980;1,31;1;1;1;0;
4295;RQ004295;2025-09-17;2025-09-18;2025-09-17;56;3;10;19;3;9,0000;9,0000;0,0000;37,0980;4,11;1;1;1;0;
4296;RQ004296;2025-09-05;2025-09-06;2025-09-05;56;3;2;33;3;9,0000;9,0000;0,0000;37,0980;4,94;1;1;1;0;
4297;RQ004297;2025-10-16;2025-10-17;2025-10-16;56;3;11;30;3;11,0000;11,0000;0,0000;36,9049;5,17;1;1;1;0;
4298;RQ004298;2025-10-13;2025-10-14;2025-10-13;56;3;12;8;3;11,0000;11,0000;0,0000;36,9049;3,19;1;1;1;0;
4299;RQ004299;2025-10-28;2025-10-29;2025-10-28;56;3;2;32;3;11,0000;11,0000;0,0000;36,9049;1,21;1;1;1;0;
4300;RQ004300;2025-10-14;2025-10-15;2025-10-14;56;3;2;23;3;11,0000;11,0000;0,0000;36,9049;7,09;1;1;1;0;
4301;RQ004301;2025-10-31;2025-11-01;2025-10-31;56;3;12;1;3;11,0000;11,0000;0,0000;36,9049;7,16;1;1;1;0;
4302;RQ004302;2025-12-24;2025-12-25;2025-12-24;56;3;3;38;3;189,0000;189,0000;0,0000;36,9049;2,63;1;1;1;0;
4303;RQ004303;2026-01-12;2026-01-13;2026-01-12;56;3;8;30;3;77,0000;77,0000;0,0000;36,9049;2,37;1;1;1;0;
4304;RQ004304;2026-01-30;2026-01-31;2026-02-01;56;3;12;7;3;77,0000;77,0000;0,0000;36,9049;53,75;1;0;0;0;
4305;RQ004305;2026-02-03;2026-02-04;2026-02-03;56;3;11;26;3;19,0000;19,0000;0,0000;37,2203;3,40;1;1;1;0;
4306;RQ004306;2026-02-26;2026-02-27;2026-02-26;56;3;1;1;3;19,0000;19,0000;0,0000;37,2203;3,90;1;1;1;0;
4307;RQ004307;2026-02-18;2026-02-19;2026-02-18;56;3;1;3;3;19,0000;19,0000;0,0000;37,2203;4,44;1;1;1;0;
4308;RQ004308;2026-02-26;2026-02-27;2026-02-26;56;3;7;4;3;19,0000;19,0000;0,0000;37,2203;2,18;1;1;1;0;
4309;RQ004309;2026-02-24;2026-02-25;2026-02-24;56;3;7;15;3;19,0000;19,0000;0,0000;37,2203;4,20;1;1;1;0;
4310;RQ004310;2026-05-13;2026-05-14;2026-05-13;56;3;3;25;3;146,0000;146,0000;0,0000;37,2203;2,70;1;1;1;0;
4311;RQ004311;2026-05-07;2026-05-08;2026-05-07;56;3;1;18;3;146,0000;146,0000;0,0000;37,2203;2,24;1;1;1;0;
4312;RQ004312;2026-06-26;2026-06-27;2026-06-26;56;3;4;36;3;18,0000;18,0000;0,0000;37,2203;7,34;1;1;1;0;
4313;RQ004313;2026-06-16;2026-06-17;2026-06-16;56;3;9;19;3;18,0000;18,0000;0,0000;37,2203;5,45;1;1;1;0;
4314;RQ004314;2026-06-29;2026-06-30;2026-06-29;56;3;1;28;3;18,0000;18,0000;0,0000;37,2203;5,48;1;1;1;0;
4315;RQ004315;2026-06-11;2026-06-12;2026-06-11;56;3;5;16;3;18,0000;18,0000;0,0000;37,2203;7,95;1;1;1;0;
4316;RQ004316;2026-06-23;2026-06-24;2026-06-23;56;3;4;18;3;18,0000;18,0000;0,0000;37,2203;6,30;1;1;1;0;
4317;RQ004317;2026-07-28;2026-07-29;2026-07-28;56;3;4;1;3;22,0000;22,0000;0,0000;37,2744;5,37;1;1;1;0;
4318;RQ004318;2026-07-10;2026-07-11;2026-07-10;56;3;8;21;3;22,0000;22,0000;0,0000;37,2744;7,84;1;1;1;0;
4319;RQ004319;2026-07-24;2026-07-25;2026-07-25;56;3;4;32;3;22,0000;22,0000;0,0000;37,2744;25,10;1;1;1;0;
4320;RQ004320;2026-08-07;2026-08-08;2026-08-07;56;3;11;4;3;92,0000;92,0000;0,0000;37,2744;1,33;1;1;1;0;
4321;RQ004321;2024-09-16;2024-09-17;2024-09-16;56;1;1;33;3;54,0000;54,0000;0,0000;36,6900;4,57;1;1;1;0;
4322;RQ004322;2024-09-11;2024-09-12;2024-09-11;56;1;8;12;3;54,0000;54,0000;0,0000;36,6900;3,20;1;1;1;0;
4323;RQ004323;2024-10-16;2024-10-17;2024-10-16;56;1;6;40;3;38,0000;38,0000;0,0000;37,0632;1,85;1;1;1;0;
4324;RQ004324;2024-10-24;2024-10-25;2024-10-24;56;1;2;6;3;38,0000;38,0000;0,0000;37,0632;5,45;1;1;1;0;
4325;RQ004325;2024-10-17;2024-10-18;2024-10-17;56;1;6;7;3;38,0000;38,0000;0,0000;37,0632;6,75;1;1;1;0;
4326;RQ004326;2024-10-01;2024-10-02;2024-10-01;56;1;1;3;3;38,0000;38,0000;0,0000;37,0632;5,42;1;1;1;0;
4327;RQ004327;2024-10-09;2024-10-10;2024-10-10;56;1;6;14;3;38,0000;38,0000;0,0000;37,0632;29,06;1;1;1;0;
4328;RQ004328;2024-11-26;2024-11-27;2024-11-26;56;1;9;17;3;78,0000;78,0000;0,0000;37,0632;7,42;1;1;1;0;
4329;RQ004329;2024-11-15;2024-11-16;2024-11-15;56;1;9;3;3;78,0000;78,0000;0,0000;37,0632;5,28;1;1;1;0;
4330;RQ004330;2025-01-16;2025-01-17;2025-01-16;56;1;10;9;3;15,0000;15,0000;0,0000;37,0632;5,31;1;1;1;0;
4331;RQ004331;2025-01-21;2025-01-22;2025-01-21;56;1;9;15;3;15,0000;15,0000;0,0000;37,0632;1,49;1;1;1;0;
4332;RQ004332;2025-02-07;2025-02-08;2025-02-07;56;1;11;21;3;6,0000;6,0000;0,0000;37,0632;6,17;1;1;1;0;
4333;RQ004333;2025-02-20;2025-02-21;2025-02-20;56;1;6;8;3;6,0000;6,0000;0,0000;37,0632;4,86;1;1;1;0;
4334;RQ004334;2025-02-12;2025-02-13;2025-02-12;56;1;9;19;3;6,0000;6,0000;0,0000;37,0632;7,95;1;1;1;0;
4335;RQ004335;2025-03-20;2025-03-21;2025-03-20;56;1;10;15;3;83,0000;83,0000;0,0000;37,0632;3,88;1;1;1;0;
4336;RQ004336;2025-03-25;2025-03-26;2025-03-25;56;1;3;14;3;83,0000;83,0000;0,0000;37,0632;2,97;1;1;1;0;
4337;RQ004337;2025-03-27;2025-03-28;2025-03-27;56;1;12;16;3;83,0000;83,0000;0,0000;37,0632;5,42;1;1;1;0;
4338;RQ004338;2025-03-04;2025-03-05;2025-03-04;56;1;10;21;4;83,0000;17,0000;66,0000;37,0632;6,38;0;1;0;0;Atendimento parcial
4339;RQ004339;2025-03-20;2025-03-21;;56;1;12;32;1;83,0000;0,0000;83,0000;37,0632;;0;0;0;1;Falta de saldo
4340;RQ004340;2025-04-02;2025-04-03;2025-04-02;56;1;3;33;3;156,0000;156,0000;0,0000;37,0940;4,34;1;1;1;0;
4341;RQ004341;2025-04-14;2025-04-15;2025-04-14;56;1;4;14;3;156,0000;156,0000;0,0000;37,0940;1,20;1;1;1;0;
4342;RQ004342;2025-05-07;2025-05-08;2025-05-07;56;1;1;39;3;83,0000;83,0000;0,0000;37,0940;1,21;1;1;1;0;
4343;RQ004343;2025-05-26;2025-05-27;2025-05-26;56;1;9;4;3;83,0000;83,0000;0,0000;37,0940;4,25;1;1;1;0;
4344;RQ004344;2025-08-28;2025-08-29;2025-08-28;56;1;11;11;3;19,0000;19,0000;0,0000;37,4872;1,44;1;1;1;0;
4345;RQ004345;2025-08-19;2025-08-20;2025-08-19;56;1;5;11;3;19,0000;19,0000;0,0000;37,4872;2,14;1;1;1;0;
4346;RQ004346;2025-08-18;2025-08-19;2025-08-18;56;1;5;2;3;19,0000;19,0000;0,0000;37,4872;4,53;1;1;1;0;
4347;RQ004347;2025-08-14;2025-08-15;2025-08-14;56;1;2;11;3;19,0000;19,0000;0,0000;37,4872;5,18;1;1;1;0;
4348;RQ004348;2025-09-15;2025-09-16;2025-09-17;56;1;4;14;3;20,0000;20,0000;0,0000;37,4872;49,44;1;0;0;0;
4349;RQ004349;2025-09-09;2025-09-10;2025-09-11;56;1;12;23;3;20,0000;20,0000;0,0000;37,4872;55,40;1;0;0;0;
4350;RQ004350;2025-09-29;2025-09-30;2025-09-29;56;1;5;30;3;20,0000;20,0000;0,0000;37,4872;4,71;1;1;1;0;
4351;RQ004351;2025-09-18;2025-09-19;2025-09-18;56;1;1;18;3;20,0000;20,0000;0,0000;37,4872;6,59;1;1;1;0;
4352;RQ004352;2025-09-29;2025-09-30;2025-09-29;56;1;4;21;3;20,0000;20,0000;0,0000;37,4872;3,92;1;1;1;0;
4353;RQ004353;2025-10-07;2025-10-08;2025-10-07;56;1;11;28;3;110,0000;110,0000;0,0000;37,4872;5,81;1;1;1;0;
4354;RQ004354;2025-11-21;2025-11-22;2025-11-21;56;1;5;32;3;29,0000;29,0000;0,0000;37,4872;1,17;1;1;1;0;
4355;RQ004355;2025-11-24;2025-11-25;2025-11-24;56;1;1;34;3;29,0000;29,0000;0,0000;37,4872;2,48;1;1;1;0;
4356;RQ004356;2025-11-06;2025-11-07;2025-11-06;56;1;6;29;3;29,0000;29,0000;0,0000;37,4872;6,89;1;1;1;0;
4357;RQ004357;2025-11-04;2025-11-05;2025-11-04;56;1;7;34;3;29,0000;29,0000;0,0000;37,4872;7,12;1;1;1;0;
4358;RQ004358;2025-12-08;2025-12-09;2025-12-08;56;1;12;19;4;224,0000;215,0000;9,0000;37,4872;6,00;0;1;0;0;Atendimento parcial
4359;RQ004359;2026-01-16;2026-01-17;2026-01-16;56;1;3;3;3;100,0000;100,0000;0,0000;37,5239;6,06;1;1;1;0;
4360;RQ004360;2026-02-17;2026-02-18;2026-02-17;56;1;1;18;3;189,0000;189,0000;0,0000;37,5239;4,08;1;1;1;0;
4361;RQ004361;2026-03-13;2026-03-14;2026-03-13;56;1;2;33;3;13,0000;13,0000;0,0000;37,5239;5,89;1;1;1;0;
4362;RQ004362;2026-03-11;2026-03-12;2026-03-11;56;1;6;22;3;13,0000;13,0000;0,0000;37,5239;3,21;1;1;1;0;
4363;RQ004363;2026-03-10;2026-03-11;2026-03-10;56;1;5;26;3;13,0000;13,0000;0,0000;37,5239;6,52;1;1;1;0;
4364;RQ004364;2026-03-06;2026-03-07;2026-03-06;56;1;3;30;3;13,0000;13,0000;0,0000;37,5239;1,38;1;1;1;0;
4365;RQ004365;2026-04-14;2026-04-15;2026-04-14;56;1;1;34;4;233,0000;228,0000;5,0000;37,5239;1,73;0;1;0;0;Atendimento parcial
4366;RQ004366;2026-05-13;2026-05-14;2026-05-13;56;1;3;28;3;15,0000;15,0000;0,0000;37,4464;7,17;1;1;1;0;
4367;RQ004367;2026-05-21;2026-05-22;2026-05-21;56;1;12;28;3;15,0000;15,0000;0,0000;37,4464;4,94;1;1;1;0;
4368;RQ004368;2026-05-08;2026-05-09;2026-05-08;56;1;7;36;3;15,0000;15,0000;0,0000;37,4464;2,88;1;1;1;0;
4369;RQ004369;2026-05-18;2026-05-19;2026-05-18;56;1;4;20;3;15,0000;15,0000;0,0000;37,4464;7,48;1;1;1;0;
4370;RQ004370;2026-05-27;2026-05-28;2026-05-27;56;1;3;24;3;15,0000;15,0000;0,0000;37,4464;4,37;1;1;1;0;
4371;RQ004371;2026-06-19;2026-06-20;2026-06-19;56;1;2;37;3;84,0000;84,0000;0,0000;37,4464;6,48;1;1;1;0;
4372;RQ004372;2026-07-28;2026-07-29;2026-07-28;56;1;5;16;3;43,0000;43,0000;0,0000;37,4464;3,18;1;1;1;0;
4373;RQ004373;2026-07-02;2026-07-03;2026-07-02;56;1;2;18;3;43,0000;43,0000;0,0000;37,4464;4,63;1;1;1;0;
4374;RQ004374;2026-07-28;2026-07-29;2026-07-28;56;1;3;20;3;43,0000;43,0000;0,0000;37,4464;7,08;1;1;1;0;
4375;RQ004375;2026-07-28;2026-07-29;2026-07-28;56;1;12;21;3;43,0000;43,0000;0,0000;37,4464;6,76;1;1;1;0;
4376;RQ004376;2026-07-06;2026-07-07;2026-07-06;56;1;3;37;3;43,0000;43,0000;0,0000;37,4464;5,72;1;1;1;0;
4377;RQ004377;2026-08-06;2026-08-07;2026-08-06;56;1;7;26;3;143,0000;143,0000;0,0000;37,4464;3,61;1;1;1;0;
4378;RQ004378;2026-08-19;2026-08-20;2026-08-19;56;1;1;35;4;143,0000;85,0000;58,0000;37,4464;1,41;0;1;0;0;Atendimento parcial
4379;RQ004379;2024-09-30;2024-10-01;2024-09-30;57;1;4;20;3;10,0000;10,0000;0,0000;201,2400;5,03;1;1;1;0;
4380;RQ004380;2024-09-25;2024-09-26;2024-09-25;57;1;7;23;3;10,0000;10,0000;0,0000;201,2400;7,42;1;1;1;0;
4381;RQ004381;2024-09-02;2024-09-03;2024-09-02;57;1;4;17;3;10,0000;10,0000;0,0000;201,2400;7,22;1;1;1;0;
4382;RQ004382;2024-09-03;2024-09-04;2024-09-05;57;1;7;37;3;10,0000;10,0000;0,0000;201,2400;51,62;1;0;0;0;
4383;RQ004383;2024-10-02;2024-10-03;2024-10-02;57;1;12;11;3;12,0000;12,0000;0,0000;202,0228;7,17;1;1;1;0;
4384;RQ004384;2024-10-31;2024-11-01;2024-10-31;57;1;12;15;3;12,0000;12,0000;0,0000;202,0228;7,42;1;1;1;0;
4385;RQ004385;2024-09-23;2024-09-24;2024-09-23;58;3;2;7;3;21,0000;21,0000;0,0000;225,2600;2,14;1;1;1;0;
4386;RQ004386;2024-09-26;2024-09-27;2024-09-26;58;3;3;7;3;21,0000;21,0000;0,0000;225,2600;5,46;1;1;1;0;
4387;RQ004387;2024-09-17;2024-09-18;2024-09-17;58;3;6;36;3;21,0000;21,0000;0,0000;225,2600;6,38;1;1;1;0;
4388;RQ004388;2024-09-17;2024-09-18;2024-09-17;58;3;4;30;3;21,0000;21,0000;0,0000;225,2600;5,45;1;1;1;0;
4389;RQ004389;2024-10-14;2024-10-15;2024-10-14;58;3;8;32;3;28,0000;28,0000;0,0000;225,4688;7,70;1;1;1;0;
4390;RQ004390;2024-10-17;2024-10-18;2024-10-17;58;3;5;33;3;28,0000;28,0000;0,0000;225,4688;1,28;1;1;1;0;
4391;RQ004391;2024-11-06;2024-11-07;2024-11-06;58;3;11;28;3;9,0000;9,0000;0,0000;225,4688;5,12;1;1;1;0;
4392;RQ004392;2024-11-27;2024-11-28;2024-11-27;58;3;7;34;3;9,0000;9,0000;0,0000;225,4688;1,76;1;1;1;0;
4393;RQ004393;2024-11-12;2024-11-13;2024-11-14;58;3;5;15;3;9,0000;9,0000;0,0000;225,4688;52,82;1;0;0;0;
4394;RQ004394;2024-12-06;2024-12-07;2024-12-06;58;3;3;27;3;17,0000;17,0000;0,0000;225,4688;1,12;1;1;1;0;
4395;RQ004395;2024-12-26;2024-12-27;2024-12-26;58;3;2;21;3;17,0000;17,0000;0,0000;225,4688;6,06;1;1;1;0;
4396;RQ004396;2024-12-06;2024-12-07;2024-12-06;58;3;5;32;3;17,0000;17,0000;0,0000;225,4688;6,61;1;1;1;0;
4397;RQ004397;2024-12-31;2025-01-01;2024-12-31;58;3;6;13;3;17,0000;17,0000;0,0000;225,4688;6,14;1;1;1;0;
4398;RQ004398;2024-12-31;2025-01-01;2024-12-31;58;3;2;15;3;17,0000;17,0000;0,0000;225,4688;4,12;1;1;1;0;
4399;RQ004399;2025-01-24;2025-01-25;2025-01-24;58;3;8;10;3;21,0000;21,0000;0,0000;225,4688;5,41;1;1;1;0;
4400;RQ004400;2025-01-01;2025-01-02;2025-01-01;58;3;1;20;3;21,0000;21,0000;0,0000;225,4688;4,70;1;1;1;0;
4401;RQ004401;2025-01-22;2025-01-23;2025-01-22;58;3;10;34;3;21,0000;21,0000;0,0000;225,4688;6,71;1;1;1;0;
4402;RQ004402;2025-01-22;2025-01-23;2025-01-22;58;3;1;9;3;21,0000;21,0000;0,0000;225,4688;3,46;1;1;1;0;
4403;RQ004403;2025-02-20;2025-02-21;2025-02-20;58;3;1;32;3;120,0000;120,0000;0,0000;225,4688;2,51;1;1;1;0;
4404;RQ004404;2025-03-25;2025-03-26;2025-03-25;58;3;3;40;3;48,0000;48,0000;0,0000;227,4766;4,61;1;1;1;0;
4405;RQ004405;2025-03-11;2025-03-12;2025-03-11;58;3;2;17;3;48,0000;48,0000;0,0000;227,4766;2,14;1;1;1;0;
4406;RQ004406;2025-03-25;2025-03-26;2025-03-25;58;3;9;2;3;48,0000;48,0000;0,0000;227,4766;7,01;1;1;1;0;
4407;RQ004407;2025-03-11;2025-03-12;2025-03-11;58;3;10;20;3;48,0000;48,0000;0,0000;227,4766;1,68;1;1;1;0;
4408;RQ004408;2025-04-22;2025-04-23;2025-04-22;58;3;11;13;3;17,0000;17,0000;0,0000;227,4766;5,43;1;1;1;0;
4409;RQ004409;2025-04-18;2025-04-19;2025-04-18;58;3;1;10;3;17,0000;17,0000;0,0000;227,4766;7,63;1;1;1;0;
4410;RQ004410;2025-04-25;2025-04-26;2025-04-25;58;3;8;23;3;17,0000;17,0000;0,0000;227,4766;1,52;1;1;1;0;
4411;RQ004411;2025-05-02;2025-05-03;2025-05-04;58;3;11;6;3;21,0000;21,0000;0,0000;227,4766;50,09;1;0;0;0;
4412;RQ004412;2025-05-21;2025-05-22;2025-05-21;58;3;1;35;3;21,0000;21,0000;0,0000;227,4766;1,63;1;1;1;0;
4413;RQ004413;2025-05-14;2025-05-15;2025-05-14;58;3;3;38;3;21,0000;21,0000;0,0000;227,4766;4,34;1;1;1;0;
4414;RQ004414;2025-05-09;2025-05-10;2025-05-09;58;3;12;5;3;21,0000;21,0000;0,0000;227,4766;4,01;1;1;1;0;
4415;RQ004415;2025-06-23;2025-06-24;2025-06-23;58;3;4;6;3;186,0000;186,0000;0,0000;227,4766;1,01;1;1;1;0;
4416;RQ004416;2025-07-21;2025-07-22;2025-07-21;58;3;8;4;3;48,0000;48,0000;0,0000;227,8284;1,59;1;1;1;0;
4417;RQ004417;2025-07-11;2025-07-12;2025-07-11;58;3;7;10;3;48,0000;48,0000;0,0000;227,8284;5,30;1;1;1;0;
4418;RQ004418;2025-09-29;2025-09-30;2025-09-29;58;3;4;21;3;9,0000;9,0000;0,0000;227,8284;6,53;1;1;1;0;
4419;RQ004419;2025-09-25;2025-09-26;2025-09-25;58;3;3;32;3;9,0000;9,0000;0,0000;227,8284;1,00;1;1;1;0;
4420;RQ004420;2025-10-28;2025-10-29;2025-10-28;58;3;8;8;3;148,0000;148,0000;0,0000;227,8284;4,02;1;1;1;0;
4421;RQ004421;2025-11-07;2025-11-08;2025-11-07;58;3;10;29;3;27,0000;27,0000;0,0000;229,1554;3,00;1;1;1;0;
4422;RQ004422;2025-11-19;2025-11-20;2025-11-19;58;3;7;18;3;27,0000;27,0000;0,0000;229,1554;4,85;1;1;1;0;
4423;RQ004423;2025-11-20;2025-11-21;2025-11-20;58;3;2;33;3;27,0000;27,0000;0,0000;229,1554;2,05;1;1;1;0;
4424;RQ004424;2025-11-17;2025-11-18;2025-11-17;58;3;8;31;3;27,0000;27,0000;0,0000;229,1554;3,18;1;1;1;0;
4425;RQ004425;2025-12-17;2025-12-18;2025-12-17;58;3;7;12;3;25,0000;25,0000;0,0000;229,1554;4,02;1;1;1;0;
4426;RQ004426;2025-12-15;2025-12-16;2025-12-15;58;3;9;1;3;25,0000;25,0000;0,0000;229,1554;5,87;1;1;1;0;
4427;RQ004427;2025-12-25;2025-12-26;2025-12-25;58;3;10;21;3;25,0000;25,0000;0,0000;229,1554;1,45;1;1;1;0;
4428;RQ004428;2025-12-09;2025-12-10;2025-12-09;58;3;6;8;3;25,0000;25,0000;0,0000;229,1554;3,48;1;1;1;0;
4429;RQ004429;2026-01-27;2026-01-28;2026-01-27;58;3;7;5;3;144,0000;144,0000;0,0000;229,1554;6,12;1;1;1;0;
4430;RQ004430;2026-02-03;2026-02-04;2026-02-03;58;3;6;11;3;41,0000;41,0000;0,0000;231,6504;5,69;1;1;1;0;
4431;RQ004431;2026-02-26;2026-02-27;2026-02-28;58;3;11;16;3;41,0000;41,0000;0,0000;231,6504;51,86;1;0;0;0;
4432;RQ004432;2026-03-24;2026-03-25;2026-03-24;58;3;12;2;3;16,0000;16,0000;0,0000;231,6504;6,65;1;1;1;0;
4433;RQ004433;2026-03-09;2026-03-10;2026-03-10;58;3;10;19;3;16,0000;16,0000;0,0000;231,6504;30,14;1;1;1;0;
4434;RQ004434;2026-03-20;2026-03-21;2026-03-20;58;3;1;35;3;16,0000;16,0000;0,0000;231,6504;5,78;1;1;1;0;
4435;RQ004435;2026-03-03;2026-03-04;2026-03-03;58;3;2;17;3;16,0000;16,0000;0,0000;231,6504;2,56;1;1;1;0;
4436;RQ004436;2026-03-30;2026-03-31;2026-03-30;58;3;8;5;3;16,0000;16,0000;0,0000;231,6504;7,21;1;1;1;0;
4437;RQ004437;2026-04-20;2026-04-21;2026-04-20;58;3;7;28;3;87,0000;87,0000;0,0000;231,6504;1,35;1;1;1;0;
4438;RQ004438;2026-05-28;2026-05-29;2026-05-29;58;3;7;10;3;52,0000;52,0000;0,0000;231,6504;30,31;1;1;1;0;
4439;RQ004439;2026-05-27;2026-05-28;2026-05-27;58;3;5;31;3;52,0000;52,0000;0,0000;231,6504;1,01;1;1;1;0;
