SK_Movimentacao;Data;SK_Item;SK_Deposito;SK_TipoMovimento;SK_CentroCusto;SK_Fornecedor;NumeroDocumento;Quantidade;CustoUnitario;ValorTotal;QuantidadeSinalizada;ValorSinalizado
3369;2024-11-21;39;3;7;6;;RQ002890;94,0000;86,9681;8175,00;-94,0000;-8175,00
3370;2024-11-20;39;3;6;3;;RQ002891;94,0000;86,9681;8175,00;-94,0000;-8175,00
3371;2024-12-27;39;3;6;3;;RQ002892;53,0000;86,9681;4609,31;-53,0000;-4609,31
3372;2024-12-23;39;3;8;7;;RQ002893;53,0000;86,9681;4609,31;-53,0000;-4609,31
3373;2025-01-01;39;3;6;3;;RQ002894;45,0000;86,9681;3913,56;-45,0000;-3913,56
3374;2025-01-23;39;3;8;12;;RQ002895;45,0000;86,9681;3913,56;-45,0000;-3913,56
3375;2025-01-29;39;3;8;3;;RQ002896;45,0000;86,9681;3913,56;-45,0000;-3913,56
3376;2025-01-13;39;3;1;;19;NF295559;539,0000;87,7702;47308,14;539,0000;47308,14
3377;2025-02-06;39;3;8;7;;RQ002897;62,0000;87,7702;5441,75;-62,0000;-5441,75
3378;2025-02-25;39;3;6;12;;RQ002898;62,0000;87,7702;5441,75;-62,0000;-5441,75
3379;2025-02-14;39;3;8;2;;RQ002899;62,0000;87,7702;5441,75;-62,0000;-5441,75
3380;2025-03-20;39;3;8;11;;RQ002900;63,0000;87,7702;5529,52;-63,0000;-5529,52
3381;2025-03-06;39;3;7;9;;RQ002901;63,0000;87,7702;5529,52;-63,0000;-5529,52
3382;2025-03-12;39;3;8;2;;RQ002902;63,0000;87,7702;5529,52;-63,0000;-5529,52
3383;2025-04-24;39;3;6;4;;RQ002903;45,0000;87,7702;3949,66;-45,0000;-3949,66
3384;2025-04-03;39;3;8;1;;RQ002904;45,0000;87,7702;3949,66;-45,0000;-3949,66
3385;2025-04-16;39;3;7;4;;RQ002905;45,0000;87,7702;3949,66;-45,0000;-3949,66
3386;2025-04-07;39;3;8;6;;RQ002906;45,0000;87,7702;3949,66;-45,0000;-3949,66
3387;2025-04-30;39;3;1;;19;NF578202;555,0000;87,3597;48484,63;555,0000;48484,63
3388;2025-05-07;39;3;8;9;;RQ002907;124,0000;87,3597;10832,60;-124,0000;-10832,60
3389;2025-06-26;39;3;6;9;;RQ002908;40,0000;87,3597;3494,39;-40,0000;-3494,39
3390;2025-06-24;39;3;8;12;;RQ002909;40,0000;87,3597;3494,39;-40,0000;-3494,39
3391;2025-07-04;39;3;6;8;;RQ002910;55,0000;87,3597;4804,78;-55,0000;-4804,78
3392;2025-07-03;39;3;6;11;;RQ002911;55,0000;87,3597;4804,78;-55,0000;-4804,78
3393;2025-08-18;39;3;7;3;;RQ002912;182,0000;87,3597;15899,47;-182,0000;-15899,47
3394;2025-08-29;39;3;1;;19;NF470653;496,0000;87,1647;43233,69;496,0000;43233,69
3395;2025-09-01;39;3;7;2;;RQ002913;80,0000;87,1647;6973,18;-80,0000;-6973,18
3396;2025-10-01;39;3;6;7;;RQ002914;168,0000;87,1647;14643,67;-168,0000;-14643,67
3397;2025-10-08;39;3;9;;;TR003397;53,0000;87,1647;4619,73;-53,0000;-4619,73
3398;2025-11-07;39;3;7;6;;RQ002915;25,0000;87,1647;2179,12;-25,0000;-2179,12
3399;2025-11-25;39;3;8;3;;RQ002916;25,0000;87,1647;2179,12;-25,0000;-2179,12
3400;2025-11-04;39;3;7;12;;RQ002917;25,0000;87,1647;2179,12;-25,0000;-2179,12
3401;2025-12-09;39;3;7;2;;RQ002918;13,0000;87,1647;1133,14;-13,0000;-1133,14
3402;2025-12-09;39;3;8;8;;RQ002919;13,0000;87,1647;1133,14;-13,0000;-1133,14
3403;2025-12-18;39;3;6;2;;RQ002920;13,0000;87,1647;1133,14;-13,0000;-1133,14
3404;2025-12-23;39;3;9;;;TR003404;65,0000;87,1647;5665,71;-65,0000;-5665,71
3405;2026-01-21;39;3;8;7;;RQ002921;110,0000;87,1647;9588,12;-110,0000;-9588,12
3406;2026-01-17;39;3;1;;19;NF239627;590,0000;87,7531;51774,33;590,0000;51774,33
3407;2026-02-11;39;3;8;9;;RQ002922;81,0000;87,7531;7108,00;-81,0000;-7108,00
3408;2026-03-16;39;3;7;3;;RQ002923;17,0000;87,7531;1491,80;-17,0000;-1491,80
3409;2026-03-20;39;3;7;1;;RQ002924;17,0000;87,7531;1491,80;-17,0000;-1491,80
3410;2026-03-25;39;3;6;6;;RQ002925;17,0000;87,7531;1491,80;-17,0000;-1491,80
3411;2026-04-01;39;3;7;6;;RQ002926;75,0000;87,7531;6581,48;-75,0000;-6581,48
3412;2026-04-01;39;3;8;10;;RQ002927;75,0000;87,7531;6581,48;-75,0000;-6581,48
3413;2026-05-29;39;3;6;6;;RQ002928;31,0000;87,7531;2720,35;-31,0000;-2720,35
3414;2026-05-22;39;3;8;6;;RQ002929;31,0000;87,7531;2720,35;-31,0000;-2720,35
3415;2026-05-26;39;3;7;10;;RQ002930;31,0000;87,7531;2720,35;-31,0000;-2720,35
3416;2026-05-20;39;3;8;2;;RQ002931;31,0000;87,7531;2720,35;-31,0000;-2720,35
3417;2026-05-26;39;3;8;4;;RQ002932;31,0000;87,7531;2720,35;-31,0000;-2720,35
3418;2026-05-11;39;3;9;;;TR003418;62,0000;87,7531;5440,69;-62,0000;-5440,69
3419;2026-06-03;39;3;1;;19;NF140869;499,0000;88,6359;44229,31;499,0000;44229,31
3420;2026-06-29;39;3;7;11;;RQ002933;131,0000;88,6359;11611,30;-131,0000;-11611,30
3421;2026-07-15;39;3;7;11;;RQ002934;62,0000;88,6359;5495,43;-62,0000;-5495,43
3422;2026-07-21;39;3;8;9;;RQ002935;62,0000;88,6359;5495,43;-62,0000;-5495,43
3423;2026-07-22;39;3;7;5;;RQ002936;62,0000;88,6359;5495,43;-62,0000;-5495,43
3424;2026-08-05;39;3;7;2;;RQ002937;25,0000;88,6359;2215,90;-25,0000;-2215,90
3425;2026-08-26;39;3;6;4;;RQ002938;25,0000;88,6359;2215,90;-25,0000;-2215,90
3426;2026-08-17;39;3;8;6;;RQ002939;25,0000;88,6359;2215,90;-25,0000;-2215,90
3427;2026-08-24;39;3;8;9;;RQ002940;25,0000;88,6359;2215,90;-25,0000;-2215,90
3428;2026-08-21;39;3;6;9;;RQ002941;25,0000;88,6359;2215,90;-25,0000;-2215,90
3429;2024-09-20;39;2;8;11;;RQ002942;15,0000;86,8400;1302,60;-15,0000;-1302,60
3430;2024-09-09;39;2;7;5;;RQ002943;15,0000;86,8400;1302,60;-15,0000;-1302,60
3431;2024-09-27;39;2;6;12;;RQ002944;15,0000;86,8400;1302,60;-15,0000;-1302,60
3432;2024-09-10;39;2;8;4;;RQ002945;15,0000;86,8400;1302,60;-15,0000;-1302,60
3433;2024-09-19;39;2;6;12;;RQ002946;15,0000;86,8400;1302,60;-15,0000;-1302,60
3434;2024-10-17;39;2;7;11;;RQ002947;22,0000;86,8400;1910,48;-22,0000;-1910,48
3435;2024-10-15;39;2;8;12;;RQ002948;22,0000;86,8400;1910,48;-22,0000;-1910,48
3436;2024-10-17;39;2;7;8;;RQ002949;22,0000;86,8400;1910,48;-22,0000;-1910,48
3437;2024-10-11;39;2;7;11;;RQ002950;22,0000;86,8400;1910,48;-22,0000;-1910,48
3438;2024-10-16;39;2;8;5;;RQ002951;22,0000;86,8400;1910,48;-22,0000;-1910,48
3439;2024-10-27;39;2;1;;19;NF819409;440,0000;87,5794;38534,94;440,0000;38534,94
3440;2024-11-11;39;2;8;1;;RQ002952;28,0000;87,5794;2452,22;-28,0000;-2452,22
3441;2024-11-18;39;2;6;7;;RQ002953;28,0000;87,5794;2452,22;-28,0000;-2452,22
3442;2024-12-11;39;2;6;9;;RQ002954;29,0000;87,5794;2539,80;-29,0000;-2539,80
3443;2024-12-03;39;2;6;11;;RQ002955;29,0000;87,5794;2539,80;-29,0000;-2539,80
3444;2024-12-11;39;2;8;11;;RQ002956;29,0000;87,5794;2539,80;-29,0000;-2539,80
3445;2024-12-20;39;2;7;3;;RQ002957;29,0000;87,5794;2539,80;-29,0000;-2539,80
3446;2024-12-05;39;2;6;4;;RQ002958;29,0000;87,5794;2539,80;-29,0000;-2539,80
3447;2025-01-23;39;2;7;1;;RQ002959;62,0000;87,5794;5429,92;-62,0000;-5429,92
3448;2025-01-14;39;2;6;8;;RQ002960;62,0000;87,5794;5429,92;-62,0000;-5429,92
3449;2025-01-09;39;2;7;10;;RQ002961;62,0000;87,5794;5429,92;-62,0000;-5429,92
3450;2025-01-17;39;2;1;;19;NF114962;481,0000;88,5619;42598,27;481,0000;42598,27
3451;2025-02-11;39;2;6;8;;RQ002962;45,0000;88,5619;3985,29;-45,0000;-3985,29
3452;2025-02-06;39;2;6;9;;RQ002963;45,0000;88,5619;3985,29;-45,0000;-3985,29
3453;2025-02-12;39;2;7;5;;RQ002964;45,0000;88,5619;3985,29;-45,0000;-3985,29
3454;2025-02-12;39;2;7;6;;RQ002965;45,0000;88,5619;3985,29;-45,0000;-3985,29
3455;2025-03-20;39;2;8;5;;RQ002966;41,0000;88,5619;3631,04;-41,0000;-3631,04
3456;2025-03-14;39;2;6;10;;RQ002967;41,0000;88,5619;3631,04;-41,0000;-3631,04
3457;2025-03-17;39;2;6;12;;RQ002968;41,0000;88,5619;3631,04;-41,0000;-3631,04
3458;2025-03-13;39;2;8;11;;RQ002969;41,0000;88,5619;3631,04;-41,0000;-3631,04
3459;2025-03-19;39;2;6;3;;RQ002970;41,0000;88,5619;3631,04;-41,0000;-3631,04
3460;2025-04-14;39;2;8;8;;RQ002971;160,0000;88,5619;14169,90;-160,0000;-14169,90
3461;2025-04-12;39;2;1;;19;NF500967;545,0000;88,7592;48373,76;545,0000;48373,76
3462;2025-05-21;39;2;6;11;;RQ002972;118,0000;88,7592;10473,59;-118,0000;-10473,59
3463;2025-05-19;39;2;8;11;;RQ002973;118,0000;88,7592;10473,59;-118,0000;-10473,59
3464;2025-06-16;39;2;6;3;;RQ002974;105,0000;88,7592;9319,72;-105,0000;-9319,72
3465;2025-06-18;39;2;6;3;;RQ002975;105,0000;88,7592;9319,72;-105,0000;-9319,72
3466;2025-07-18;39;2;7;8;;RQ002976;38,0000;88,7592;3372,85;-38,0000;-3372,85
3467;2025-07-29;39;2;8;3;;RQ002977;38,0000;88,7592;3372,85;-38,0000;-3372,85
3468;2025-07-23;39;2;8;12;;RQ002978;38,0000;88,7592;3372,85;-38,0000;-3372,85
3469;2025-07-14;39;2;8;9;;RQ002979;38,0000;88,7592;3372,85;-38,0000;-3372,85
3470;2025-07-17;39;2;8;6;;RQ002980;38,0000;88,7592;3372,85;-38,0000;-3372,85
3471;2025-07-24;39;2;1;;19;NF956235;636,0000;89,7457;57078,27;636,0000;57078,27
3472;2025-08-06;39;2;7;8;;RQ002981;16,0000;89,7457;1435,93;-16,0000;-1435,93
3473;2025-08-18;39;2;8;5;;RQ002982;16,0000;89,7457;1435,93;-16,0000;-1435,93
3474;2025-08-14;39;2;7;8;;RQ002983;16,0000;89,7457;1435,93;-16,0000;-1435,93
3475;2025-09-18;39;2;7;3;;RQ002984;14,0000;89,7457;1256,44;-14,0000;-1256,44
3476;2025-09-05;39;2;8;3;;RQ002985;14,0000;89,7457;1256,44;-14,0000;-1256,44
3477;2025-10-08;39;2;3;;;TR003477;53,0000;89,7457;4756,52;53,0000;4756,52
3478;2025-10-07;39;2;7;2;;RQ002986;43,0000;89,7457;3859,07;-43,0000;-3859,07
3479;2025-11-13;39;2;7;8;;RQ002987;29,0000;89,7457;2602,63;-29,0000;-2602,63
3480;2025-11-21;39;2;6;3;;RQ002988;29,0000;89,7457;2602,63;-29,0000;-2602,63
3481;2025-11-06;39;2;7;3;;RQ002989;29,0000;89,7457;2602,63;-29,0000;-2602,63
3482;2025-11-03;39;2;7;1;;RQ002990;29,0000;89,7457;2602,63;-29,0000;-2602,63
3483;2025-12-23;39;2;3;;;TR003483;65,0000;89,7457;5833,47;65,0000;5833,47
3484;2025-12-16;39;2;6;12;;RQ002991;105,0000;89,7457;9423,30;-105,0000;-9423,30
3485;2026-01-02;39;2;7;4;;RQ002992;60,0000;89,7457;5384,74;-60,0000;-5384,74
3486;2026-01-12;39;2;8;8;;RQ002993;60,0000;89,7457;5384,74;-60,0000;-5384,74
3487;2026-01-21;39;2;7;7;;RQ002994;60,0000;89,7457;5384,74;-60,0000;-5384,74
3488;2026-02-18;39;2;8;6;;RQ002995;33,0000;89,7457;2961,61;-33,0000;-2961,61
3489;2026-02-05;39;2;7;11;;RQ002996;33,0000;89,7457;2961,61;-33,0000;-2961,61
3490;2026-02-23;39;2;8;10;;RQ002997;33,0000;89,7457;2961,61;-33,0000;-2961,61
3491;2026-02-20;39;2;7;6;;RQ002998;33,0000;89,7457;2961,61;-33,0000;-2961,61
3492;2026-03-01;39;2;1;;19;NF884509;534,0000;90,1751;48153,50;534,0000;48153,50
3493;2026-03-09;39;2;6;6;;RQ002999;28,0000;90,1751;2524,90;-28,0000;-2524,90
3494;2026-03-25;39;2;8;5;;RQ003000;28,0000;90,1751;2524,90;-28,0000;-2524,90
3495;2026-03-03;39;2;7;5;;RQ003001;28,0000;90,1751;2524,90;-28,0000;-2524,90
3496;2026-04-30;39;2;8;4;;RQ003002;45,0000;90,1751;4057,88;-45,0000;-4057,88
3497;2026-04-24;39;2;8;11;;RQ003003;45,0000;90,1751;4057,88;-45,0000;-4057,88
3498;2026-04-24;39;2;8;7;;RQ003004;45,0000;90,1751;4057,88;-45,0000;-4057,88
3499;2026-04-16;39;2;6;8;;RQ003005;45,0000;90,1751;4057,88;-45,0000;-4057,88
3500;2026-05-11;39;2;3;;;TR003500;62,0000;90,1751;5590,86;62,0000;5590,86
3501;2026-05-19;39;2;8;1;;RQ003006;46,0000;90,1751;4148,05;-46,0000;-4148,05
3502;2026-05-13;39;2;6;5;;RQ003007;46,0000;90,1751;4148,05;-46,0000;-4148,05
3503;2026-05-11;39;2;6;10;;RQ003008;46,0000;90,1751;4148,05;-46,0000;-4148,05
3504;2026-06-29;39;2;6;2;;RQ003009;91,0000;90,1751;8205,93;-91,0000;-8205,93
3505;2026-07-29;39;2;8;10;;RQ003010;39,0000;90,1751;3516,83;-39,0000;-3516,83
3506;2026-07-20;39;2;6;3;;RQ003011;39,0000;90,1751;3516,83;-39,0000;-3516,83
3507;2026-07-17;39;2;8;4;;RQ003012;39,0000;90,1751;3516,83;-39,0000;-3516,83
3508;2026-07-21;39;2;7;12;;RQ003013;39,0000;90,1751;3516,83;-39,0000;-3516,83
3509;2026-08-01;39;2;1;;19;NF966369;587,0000;90,4381;53087,16;587,0000;53087,16
3510;2026-08-27;39;2;8;9;;RQ003014;48,0000;90,4381;4341,03;-48,0000;-4341,03
3511;2026-08-28;39;2;6;12;;RQ003015;48,0000;90,4381;4341,03;-48,0000;-4341,03
3512;2024-10-29;40;1;6;2;;RQ003016;4,0000;28,8300;115,32;-4,0000;-115,32
3513;2024-10-16;40;1;7;9;;RQ003017;4,0000;28,8300;115,32;-4,0000;-115,32
3514;2024-10-29;40;1;6;7;;RQ003018;4,0000;28,8300;115,32;-4,0000;-115,32
3515;2024-10-30;40;1;8;9;;RQ003019;4,0000;28,8300;115,32;-4,0000;-115,32
3516;2024-11-22;40;1;1;;21;NF740026;60,0000;28,8915;1733,49;60,0000;1733,49
3517;2024-11-19;40;1;8;4;;RQ003020;28,0000;28,8915;808,96;-28,0000;-808,96
3518;2024-11-11;40;1;8;7;;RQ003021;28,0000;28,8915;808,96;-28,0000;-808,96
3519;2024-12-18;40;1;1;;21;NF925885;60,0000;28,7758;1726,55;60,0000;1726,55
3520;2024-12-16;40;1;8;4;;RQ003022;28,0000;28,7758;805,72;-28,0000;-805,72
3521;2024-12-04;40;1;6;6;;RQ003023;28,0000;28,7758;805,72;-28,0000;-805,72
3522;2024-12-23;40;1;6;12;;RQ003024;28,0000;28,7758;805,72;-28,0000;-805,72
3523;2025-01-13;40;1;1;;21;NF237698;78,0000;28,6188;2232,27;78,0000;2232,27
3524;2025-01-15;40;1;8;5;;RQ003025;35,0000;28,6188;1001,66;-35,0000;-1001,66
3525;2025-01-31;40;1;8;3;;RQ003026;35,0000;28,6188;1001,66;-35,0000;-1001,66
3526;2025-02-08;40;1;1;;21;NF180213;70,0000;28,6285;2003,99;70,0000;2003,99
3527;2025-02-18;40;1;8;1;;RQ003027;26,0000;28,6285;744,34;-26,0000;-744,34
3528;2025-02-18;40;1;6;7;;RQ003028;26,0000;28,6285;744,34;-26,0000;-744,34
3529;2025-03-19;40;1;1;;21;NF996023;60,0000;28,6248;1717,49;60,0000;1717,49
3530;2025-03-17;40;1;6;6;;RQ003029;13,0000;28,6248;372,12;-13,0000;-372,12
3531;2025-03-18;40;1;7;7;;RQ003030;13,0000;28,6248;372,12;-13,0000;-372,12
3532;2025-03-27;40;1;8;5;;RQ003031;13,0000;28,6248;372,12;-13,0000;-372,12
3533;2025-03-17;40;1;7;3;;RQ003032;13,0000;28,6248;372,12;-13,0000;-372,12
3534;2025-03-10;40;1;7;1;;RQ003033;13,0000;28,6248;372,12;-13,0000;-372,12
3535;2025-04-18;40;1;1;;21;NF882019;60,0000;28,6902;1721,41;60,0000;1721,41
3536;2025-04-30;40;1;6;4;;RQ003034;11,0000;28,6902;315,59;-11,0000;-315,59
3537;2025-04-14;40;1;7;3;;RQ003035;11,0000;28,6902;315,59;-11,0000;-315,59
3538;2025-05-15;40;1;8;7;;RQ003036;37,0000;28,6902;1061,54;-37,0000;-1061,54
3539;2025-05-01;40;1;8;8;;RQ003037;37,0000;28,6902;1061,54;-37,0000;-1061,54
3540;2025-05-24;40;1;1;;21;NF891037;93,0000;28,6356;2663,11;93,0000;2663,11
3541;2025-06-16;40;1;6;6;;RQ003038;23,0000;28,6356;658,62;-23,0000;-658,62
3542;2025-06-26;40;1;7;8;;RQ003039;23,0000;28,6356;658,62;-23,0000;-658,62
3543;2025-06-09;40;1;7;4;;RQ003040;23,0000;28,6356;658,62;-23,0000;-658,62
3544;2025-06-13;40;1;1;;21;NF461120;69,0000;28,5775;1971,85;69,0000;1971,85
3545;2025-07-10;40;1;8;3;;RQ003041;82,0000;28,5775;2343,36;-82,0000;-2343,36
3546;2025-07-27;40;1;1;;21;NF934418;82,0000;28,7165;2354,75;82,0000;2354,75
3547;2025-09-18;40;1;6;6;;RQ003042;14,0000;28,7165;402,03;-14,0000;-402,03
3548;2025-09-15;40;1;6;9;;RQ003043;14,0000;28,7165;402,03;-14,0000;-402,03
3549;2025-09-01;40;1;7;5;;RQ003044;14,0000;28,7165;402,03;-14,0000;-402,03
3550;2025-09-24;40;1;8;7;;RQ003045;14,0000;28,7165;402,03;-14,0000;-402,03
3551;2025-09-23;40;1;6;10;;RQ003046;14,0000;28,7165;402,03;-14,0000;-402,03
3552;2025-10-04;40;1;1;;21;NF427979;70,0000;28,7630;2013,41;70,0000;2013,41
3553;2025-10-27;40;1;8;11;;RQ003047;15,0000;28,7630;431,45;-15,0000;-431,45
3554;2025-10-09;40;1;6;8;;RQ003048;15,0000;28,7630;431,45;-15,0000;-431,45
3555;2025-10-07;40;1;6;2;;RQ003049;15,0000;28,7630;431,45;-15,0000;-431,45
3556;2025-10-17;40;1;6;12;;RQ003050;15,0000;28,7630;431,45;-15,0000;-431,45
3557;2025-10-08;40;1;6;6;;RQ003051;15,0000;28,7630;431,45;-15,0000;-431,45
3558;2025-11-09;40;1;1;;21;NF523310;75,0000;28,7035;2152,76;75,0000;2152,76
3559;2025-11-05;40;1;8;11;;RQ003052;15,0000;28,7035;430,55;-15,0000;-430,55
3560;2025-11-03;40;1;7;7;;RQ003053;15,0000;28,7035;430,55;-15,0000;-430,55
3561;2025-11-12;40;1;7;12;;RQ003054;15,0000;28,7035;430,55;-15,0000;-430,55
3562;2025-11-12;40;1;7;6;;RQ003055;15,0000;28,7035;430,55;-15,0000;-430,55
3563;2025-12-04;40;1;1;;21;NF482258;60,0000;28,8222;1729,33;60,0000;1729,33
3564;2025-12-29;40;1;6;9;;RQ003056;31,0000;28,8222;893,49;-31,0000;-893,49
3565;2025-12-23;40;1;7;3;;RQ003057;31,0000;28,8222;893,49;-31,0000;-893,49
3566;2025-12-05;40;1;6;8;;RQ003058;31,0000;28,8222;893,49;-31,0000;-893,49
3567;2026-01-30;40;1;1;;21;NF615297;93,0000;28,9757;2694,74;93,0000;2694,74
3568;2026-01-23;40;1;7;6;;RQ003059;27,0000;28,9757;782,34;-27,0000;-782,34
3569;2026-01-26;40;1;8;3;;RQ003060;27,0000;28,9757;782,34;-27,0000;-782,34
3570;2026-01-29;40;1;7;8;;RQ003061;27,0000;28,9757;782,34;-27,0000;-782,34
3571;2026-02-02;40;1;1;;21;NF399610;81,0000;29,1792;2363,52;81,0000;2363,52
3572;2026-02-24;40;1;8;3;;RQ003062;111,0000;29,1792;3238,89;-111,0000;-3238,89
3573;2026-03-26;40;1;1;;21;NF970793;111,0000;29,3805;3261,24;111,0000;3261,24
3574;2026-03-12;40;1;7;10;;RQ003063;32,0000;29,3805;940,18;-32,0000;-940,18
3575;2026-03-10;40;1;7;10;;RQ003064;32,0000;29,3805;940,18;-32,0000;-940,18
3576;2026-04-07;40;1;1;;21;NF865314;64,0000;29,7092;1901,39;64,0000;1901,39
3577;2026-04-09;40;1;8;12;;RQ003065;37,0000;29,7092;1099,24;-37,0000;-1099,24
3578;2026-04-20;40;1;8;10;;RQ003066;37,0000;29,7092;1099,24;-37,0000;-1099,24
3579;2026-05-18;40;1;1;;21;NF829604;74,0000;29,9416;2215,68;74,0000;2215,68
3580;2026-05-08;40;1;6;2;;RQ003067;44,0000;29,9416;1317,43;-44,0000;-1317,43
3581;2026-05-06;40;1;8;9;;RQ003068;44,0000;29,9416;1317,43;-44,0000;-1317,43
3582;2026-06-10;40;1;1;;21;NF137853;88,0000;29,8250;2624,60;88,0000;2624,60
3583;2026-06-05;40;1;6;11;;RQ003069;17,0000;29,8250;507,02;-17,0000;-507,02
3584;2026-06-24;40;1;8;4;;RQ003070;17,0000;29,8250;507,02;-17,0000;-507,02
3585;2026-06-29;40;1;8;7;;RQ003071;17,0000;29,8250;507,02;-17,0000;-507,02
3586;2026-06-30;40;1;7;2;;RQ003072;17,0000;29,8250;507,02;-17,0000;-507,02
3587;2026-06-03;40;1;8;2;;RQ003073;17,0000;29,8250;507,02;-17,0000;-507,02
3588;2026-07-09;40;1;1;;21;NF937825;85,0000;29,7313;2527,16;85,0000;2527,16
3589;2026-07-14;40;1;6;8;;RQ003074;18,0000;29,7313;535,16;-18,0000;-535,16
3590;2026-07-02;40;1;8;8;;RQ003075;18,0000;29,7313;535,16;-18,0000;-535,16
3591;2026-07-23;40;1;8;8;;RQ003076;18,0000;29,7313;535,16;-18,0000;-535,16
3592;2026-08-04;40;1;1;;21;NF906536;60,0000;29,8967;1793,80;60,0000;1793,80
3593;2026-08-11;40;1;8;8;;RQ003077;59,0000;29,8967;1763,91;-59,0000;-1763,91
3594;2024-10-02;41;1;6;8;;RQ003078;42,0000;97,9400;4113,48;-42,0000;-4113,48
3595;2024-10-01;41;1;8;8;;RQ003079;42,0000;97,9400;4113,48;-42,0000;-4113,48
3596;2024-10-18;41;1;7;4;;RQ003080;42,0000;97,9400;4113,48;-42,0000;-4113,48
3597;2024-10-28;41;1;6;7;;RQ003081;42,0000;97,9400;4113,48;-42,0000;-4113,48
3598;2024-11-25;41;1;1;;3;NF451329;644,0000;98,3256;63321,69;644,0000;63321,69
3599;2024-11-06;41;1;6;9;;RQ003082;15,0000;98,3256;1474,88;-15,0000;-1474,88
3600;2024-11-27;41;1;8;3;;RQ003083;15,0000;98,3256;1474,88;-15,0000;-1474,88
3601;2024-11-12;41;1;7;2;;RQ003084;15,0000;98,3256;1474,88;-15,0000;-1474,88
3602;2024-11-14;41;1;6;4;;RQ003085;15,0000;98,3256;1474,88;-15,0000;-1474,88
3603;2024-11-25;41;1;6;7;;RQ003086;15,0000;98,3256;1474,88;-15,0000;-1474,88
3604;2024-12-05;41;1;6;9;;RQ003087;43,0000;98,3256;4228,00;-43,0000;-4228,00
3605;2024-12-09;41;1;7;6;;RQ003088;43,0000;98,3256;4228,00;-43,0000;-4228,00
3606;2025-02-06;41;1;8;8;;RQ003089;65,0000;98,3256;6391,16;-65,0000;-6391,16
3607;2025-02-12;41;1;8;5;;RQ003090;65,0000;98,3256;6391,16;-65,0000;-6391,16
3608;2025-02-26;41;1;6;6;;RQ003091;65,0000;98,3256;6391,16;-65,0000;-6391,16
3609;2025-03-13;41;1;6;2;;RQ003092;14,0000;98,3256;1376,56;-14,0000;-1376,56
3610;2025-03-26;41;1;7;6;;RQ003093;14,0000;98,3256;1376,56;-14,0000;-1376,56
3611;2025-04-17;41;1;7;4;;RQ003094;180,0000;98,3256;17698,61;-180,0000;-17698,61
3612;2025-04-01;41;1;6;5;;RQ003095;144,0000;98,3256;14158,89;-144,0000;-14158,89
3613;2025-05-12;41;1;1;;3;NF533756;708,0000;97,7513;69207,92;708,0000;69207,92
3614;2025-05-05;41;1;7;3;;RQ003096;15,0000;97,7513;1466,27;-15,0000;-1466,27
3615;2025-05-26;41;1;8;8;;RQ003097;15,0000;97,7513;1466,27;-15,0000;-1466,27
3616;2025-06-18;41;1;7;11;;RQ003098;30,0000;97,7513;2932,54;-30,0000;-2932,54
3617;2025-06-11;41;1;8;11;;RQ003099;30,0000;97,7513;2932,54;-30,0000;-2932,54
3618;2025-06-09;41;1;6;12;;RQ003100;30,0000;97,7513;2932,54;-30,0000;-2932,54
3619;2025-06-02;41;1;8;2;;RQ003101;30,0000;97,7513;2932,54;-30,0000;-2932,54
3620;2025-06-25;41;1;6;4;;RQ003102;30,0000;97,7513;2932,54;-30,0000;-2932,54
3621;2025-08-11;41;1;8;2;;RQ003103;37,0000;97,7513;3616,80;-37,0000;-3616,80
3622;2025-08-20;41;1;8;7;;RQ003104;37,0000;97,7513;3616,80;-37,0000;-3616,80
3623;2025-08-27;41;1;6;12;;RQ003105;37,0000;97,7513;3616,80;-37,0000;-3616,80
3624;2025-08-28;41;1;7;3;;RQ003106;37,0000;97,7513;3616,80;-37,0000;-3616,80
3625;2025-08-01;41;1;6;7;;RQ003107;37,0000;97,7513;3616,80;-37,0000;-3616,80
3626;2025-09-23;41;1;7;10;;RQ003108;14,0000;97,7513;1368,52;-14,0000;-1368,52
3627;2025-09-23;41;1;6;9;;RQ003109;14,0000;97,7513;1368,52;-14,0000;-1368,52
3628;2025-09-30;41;1;8;9;;RQ003110;14,0000;97,7513;1368,52;-14,0000;-1368,52
3629;2025-10-10;41;1;8;11;;RQ003111;44,0000;97,7513;4301,06;-44,0000;-4301,06
3630;2025-10-24;41;1;8;4;;RQ003112;44,0000;97,7513;4301,06;-44,0000;-4301,06
3631;2025-10-10;41;1;8;5;;RQ003113;44,0000;97,7513;4301,06;-44,0000;-4301,06
3632;2025-10-23;41;1;7;3;;RQ003114;44,0000;97,7513;4301,06;-44,0000;-4301,06
3633;2025-10-07;41;1;8;4;;RQ003115;44,0000;97,7513;4301,06;-44,0000;-4301,06
3634;2025-11-30;41;1;1;;3;NF534693;627,0000;98,9130;62018,45;627,0000;62018,45
3635;2025-11-04;41;1;6;6;;RQ003116;42,0000;98,9130;4154,35;-42,0000;-4154,35
3636;2025-11-27;41;1;8;8;;RQ003117;42,0000;98,9130;4154,35;-42,0000;-4154,35
3637;2025-11-26;41;1;8;5;;RQ003118;42,0000;98,9130;4154,35;-42,0000;-4154,35
3638;2025-11-04;41;1;6;7;;RQ003119;42,0000;98,9130;4154,35;-42,0000;-4154,35
3639;2025-12-08;41;1;6;10;;RQ003120;4,0000;98,9130;395,65;-4,0000;-395,65
